zip,lat,lng,city,state_name
27217,36.19274,-79.38333,Burlington,North Carolina
27229,35.25024,-79.79755,Candor,North Carolina
27231,36.20296,-79.1698,Cedar Grove,North Carolina
27233,35.88702,-79.69957,Climax,North Carolina
27235,36.0953,-80.00887,Colfax,North Carolina
27239,35.60758,-80.08959,Denton,North Carolina
27242,35.33052,-79.63977,Eagle Springs,North Carolina
27243,36.078,-79.19495,Efland,North Carolina
27244,36.21011,-79.48779,Elon,North Carolina
27248,35.78777,-79.70968,Franklinville,North Carolina
27249,36.15742,-79.58189,Gibsonville,North Carolina
27252,35.56418,-79.34949,Goldston,North Carolina
27253,35.96167,-79.34546,Graham,North Carolina
27258,36.03623,-79.32597,Haw River,North Carolina
27260,35.95396,-79.98832,High Point,North Carolina
27262,35.96234,-80.03835,High Point,North Carolina
27263,35.90929,-79.93796,High Point,North Carolina
27265,36.00957,-80.03055,High Point,North Carolina
27278,36.08601,-79.08617,Hillsborough,North Carolina
27281,35.1861,-79.62674,Jackson Springs,North Carolina
27282,35.99568,-79.92825,Jamestown,North Carolina
27283,35.95195,-79.63724,Julian,North Carolina
27284,36.11845,-80.07738,Kernersville,North Carolina
27288,36.4991,-79.74662,Eden,North Carolina
27291,36.40202,-79.16606,Leasburg,North Carolina
27292,35.73451,-80.20925,Lexington,North Carolina
27295,35.86838,-80.3151,Lexington,North Carolina
27298,35.88583,-79.56712,Liberty,North Carolina
27299,35.75218,-80.38593,Linwood,North Carolina
27301,36.1138,-79.66683,Mc Leansville,North Carolina
27302,36.14041,-79.26434,Mebane,North Carolina
27305,36.5195,-79.22876,Milton,North Carolina
27306,35.21539,-79.97526,Mount Gilead,North Carolina
27310,36.17268,-79.99315,Oak Ridge,North Carolina
27311,36.48313,-79.47457,Pelham,North Carolina
27312,35.75677,-79.19675,Pittsboro,North Carolina
27313,35.929,-79.75182,Pleasant Garden,North Carolina
27314,36.29169,-79.18699,Prospect Hill,North Carolina
27315,36.50523,-79.39273,Providence,North Carolina
27316,35.68985,-79.62224,Ramseur,North Carolina
27317,35.83746,-79.80283,Randleman,North Carolina
27320,36.34248,-79.65759,Reidsville,North Carolina
27325,35.46321,-79.57477,Robbins,North Carolina
27326,36.45343,-79.55636,Ruffin,North Carolina
27330,35.51635,-79.18719,Sanford,North Carolina
27332,35.37931,-79.13603,Sanford,North Carolina
27340,35.94591,-79.31684,Saxapahaw,North Carolina
27341,35.52463,-79.70203,Seagrove,North Carolina
27343,36.50308,-79.09174,Semora,North Carolina
27344,35.72927,-79.4319,Siler City,North Carolina
27349,35.89843,-79.4163,Snow Camp,North Carolina
27350,35.80575,-79.88926,Sophia,North Carolina
27355,35.78963,-79.56858,Staley,North Carolina
27356,35.43919,-79.79801,Star,North Carolina
27357,36.26816,-79.97699,Stokesdale,North Carolina
27358,36.22808,-79.87973,Summerfield,North Carolina
27360,35.8577,-80.09977,Thomasville,North Carolina
27370,35.81079,-79.9917,Trinity,North Carolina
27371,35.42019,-79.95885,Troy,North Carolina
27376,35.25452,-79.5354,West End,North Carolina
27377,36.03822,-79.6026,Whitsett,North Carolina
27379,36.3771,-79.34625,Yanceyville,North Carolina
27401,36.07011,-79.76575,Greensboro,North Carolina
27403,36.06428,-79.82469,Greensboro,North Carolina
27405,36.11602,-79.7354,Greensboro,North Carolina
27406,35.99912,-79.76566,Greensboro,North Carolina
27407,36.00981,-79.87648,Greensboro,North Carolina
27408,36.10309,-79.81414,Greensboro,North Carolina
27409,36.09379,-79.94466,Greensboro,North Carolina
27410,36.11785,-79.89432,Greensboro,North Carolina
27455,36.18377,-79.80762,Greensboro,North Carolina
27501,35.48575,-78.68494,Angier,North Carolina
27502,35.7201,-78.91506,Apex,North Carolina
27503,36.15926,-78.8778,Bahama,North Carolina
27504,35.39896,-78.51901,Benson,North Carolina
27505,35.4207,-79.002,Broadway,North Carolina
27507,36.51271,-78.56305,Bullock,North Carolina
27508,35.9577,-78.24979,Bunn,North Carolina
27509,36.12849,-78.7758,Butner,North Carolina
27510,35.91585,-79.08193,Carrboro,North Carolina
27511,35.76326,-78.78432,Cary,North Carolina
27513,35.80223,-78.8027,Cary,North Carolina
27514,35.96721,-79.04447,Chapel Hill,North Carolina
27516,35.91248,-79.1514,Chapel Hill,North Carolina
27517,35.85023,-79.02484,Chapel Hill,North Carolina
27518,35.72984,-78.77351,Cary,North Carolina
27519,35.80714,-78.88706,Cary,North Carolina
27520,35.61427,-78.47188,Clayton,North Carolina
27521,35.41365,-78.65923,Coats,North Carolina
27522,36.10621,-78.67396,Creedmoor,North Carolina
27523,35.7722,-78.96058,Apex,North Carolina
27524,35.39541,-78.38192,Four Oaks,North Carolina
27525,36.11841,-78.46801,Franklinton,North Carolina
27526,35.54136,-78.82801,Fuquay Varina,North Carolina
27527,35.65778,-78.38384,Clayton,North Carolina
27529,35.65233,-78.58172,Garner,North Carolina
27530,35.36899,-78.07487,Goldsboro,North Carolina
27531,35.34297,-77.96442,Goldsboro,North Carolina
27534,35.37131,-77.90759,Goldsboro,North Carolina
27536,36.3267,-78.40885,Henderson,North Carolina
27537,36.36009,-78.39039,Henderson,North Carolina
27539,35.67673,-78.81394,Apex,North Carolina
27540,35.61216,-78.86965,Holly Springs,North Carolina
27541,36.26326,-79.08638,Hurdle Mills,North Carolina
27542,35.61826,-78.14074,Kenly,North Carolina
27544,36.20052,-78.44076,Kittrell,North Carolina
27545,35.78352,-78.4778,Knightdale,North Carolina
27546,35.38387,-78.86806,Lillington,North Carolina
27549,36.10367,-78.23827,Louisburg,North Carolina
27551,36.43196,-78.05164,Macon,North Carolina
27553,36.48362,-78.307,Manson,North Carolina
27555,35.56239,-78.20427,Micro,North Carolina
27556,36.40839,-78.31478,Middleburg,North Carolina
27557,35.77609,-78.19922,Middlesex,North Carolina
27559,35.63173,-79.10088,Moncure,North Carolina
27560,35.85921,-78.82712,Morrisville,North Carolina
27562,35.64127,-78.98813,New Hill,North Carolina
27563,36.42886,-78.23716,Norlina,North Carolina
27565,36.36262,-78.65005,Oxford,North Carolina
27568,35.50888,-78.24385,Pine Level,North Carolina
27569,35.4291,-78.1761,Princeton,North Carolina
27571,35.92048,-78.45722,Rolesville,North Carolina
27572,36.2491,-78.88453,Rougemont,North Carolina
27573,36.3968,-78.97602,Roxboro,North Carolina
27574,36.43039,-78.94506,Roxboro,North Carolina
27576,35.58282,-78.2576,Selma,North Carolina
27577,35.49188,-78.34386,Smithfield,North Carolina
27581,36.2013,-78.73071,Stem,North Carolina
27582,36.46185,-78.57428,Stovall,North Carolina
27583,36.29509,-78.93614,Timberlake,North Carolina
27587,35.98128,-78.55288,Wake Forest,North Carolina
27589,36.33758,-78.1291,Warrenton,North Carolina
27591,35.78484,-78.38605,Wendell,North Carolina
27592,35.55772,-78.67347,Willow Spring,North Carolina
27596,36.01016,-78.44625,Youngsville,North Carolina
27597,35.84098,-78.30021,Zebulon,North Carolina
27601,35.77365,-78.63443,Raleigh,North Carolina
27603,35.66355,-78.66171,Raleigh,North Carolina
27604,35.81863,-78.55881,Raleigh,North Carolina
27605,35.79067,-78.65459,Raleigh,North Carolina
27606,35.74049,-78.71758,Raleigh,North Carolina
27607,35.81327,-78.72239,Raleigh,North Carolina
27608,35.80904,-78.6473,Raleigh,North Carolina
27609,35.84328,-78.63332,Raleigh,North Carolina
27610,35.74598,-78.54647,Raleigh,North Carolina
27612,35.85333,-78.71023,Raleigh,North Carolina
27613,35.9253,-78.71144,Raleigh,North Carolina
27614,35.94725,-78.61915,Raleigh,North Carolina
27615,35.89798,-78.63613,Raleigh,North Carolina
27616,35.86728,-78.53812,Raleigh,North Carolina
27617,35.90726,-78.7717,Raleigh,North Carolina
27701,35.99888,-78.89863,Durham,North Carolina
27703,35.96077,-78.80682,Durham,North Carolina
27704,36.04173,-78.8304,Durham,North Carolina
27705,36.02698,-78.98065,Durham,North Carolina
27707,35.95476,-78.95484,Durham,North Carolina
27709,35.92576,-78.83553,Durham,North Carolina
27712,36.09689,-78.90212,Durham,North Carolina
27713,35.89496,-78.92368,Durham,North Carolina
27801,35.9155,-77.7361,Rocky Mount,North Carolina
27803,35.89988,-77.85593,Rocky Mount,North Carolina
27804,35.99039,-77.84674,Rocky Mount,North Carolina
27805,36.20782,-77.08433,Aulander,North Carolina
27806,35.29727,-76.76526,Aurora,North Carolina
27807,35.80666,-78.09348,Bailey,North Carolina
27808,35.47123,-76.76312,Bath,North Carolina
27809,36.02027,-77.74282,Battleboro,North Carolina
27810,35.55184,-76.53702,Belhaven,North Carolina
27812,35.81566,-77.36924,Bethel,North Carolina
27813,35.6309,-77.93598,Black Creek,North Carolina
27814,35.38297,-76.9243,Blounts Creek,North Carolina
27816,36.10682,-78.07056,Castalia,North Carolina
27817,35.44393,-77.0764,Chocowinity,North Carolina
27818,36.50274,-77.01395,Como,North Carolina
27819,35.81601,-77.45488,Conetoe,North Carolina
27820,36.41563,-77.24179,Conway,North Carolina
27821,35.32373,-76.87461,Edward,North Carolina
27822,35.80519,-77.84034,Elm City,North Carolina
27823,36.20576,-77.72003,Enfield,North Carolina
27824,35.52143,-76.03259,Engelhard,North Carolina
27825,35.83281,-77.17446,Everetts,North Carolina
27826,35.58173,-76.21189,Fairfield,North Carolina
27827,35.69661,-77.51323,Falkland,North Carolina
27828,35.58609,-77.58796,Farmville,North Carolina
27829,35.69021,-77.62076,Fountain,North Carolina
27830,35.55529,-77.95795,Fremont,North Carolina
27831,36.45915,-77.5707,Garysburg,North Carolina
27832,36.51201,-77.72581,Gaston,North Carolina
27834,35.65858,-77.38404,Greenville,North Carolina
27837,35.5169,-77.20952,Grimesland,North Carolina
27839,36.28836,-77.55219,Halifax,North Carolina
27840,35.95925,-77.22221,Hamilton,North Carolina
27841,35.90856,-77.27624,Hassell,North Carolina
27842,36.52484,-77.85846,Henrico,North Carolina
27843,36.0005,-77.39833,Hobgood,North Carolina
27844,36.2523,-77.9487,Hollister,North Carolina
27845,36.37388,-77.43208,Jackson,North Carolina
27846,35.76368,-76.88983,Jamesville,North Carolina
27847,36.1846,-77.18908,Kelford,North Carolina
27849,36.07215,-77.20663,Lewiston Woodville,North Carolina
27850,36.40106,-77.88397,Littleton,North Carolina
27851,35.64123,-78.0284,Lucama,North Carolina
27852,35.75262,-77.63587,Macclesfield,North Carolina
27853,36.51478,-77.30432,Margarettsville,North Carolina
27855,36.42201,-77.08377,Murfreesboro,North Carolina
27856,36.01379,-77.98267,Nashville,North Carolina
27857,35.97356,-77.28627,Oak City,North Carolina
27858,35.53207,-77.29789,Greenville,North Carolina
27860,35.65073,-76.68043,Pantego,North Carolina
27861,35.81488,-77.32014,Parmele,North Carolina
27862,36.49468,-77.17962,Pendleton,North Carolina
27863,35.48762,-77.96793,Pikeville,North Carolina
27864,35.80832,-77.64947,Pinetops,North Carolina
27865,35.59317,-76.81676,Pinetown,North Carolina
27866,36.5184,-77.51515,Pleasant Hill,North Carolina
27869,36.26606,-77.31438,Rich Square,North Carolina
27870,36.43001,-77.72095,Roanoke Rapids,North Carolina
27871,35.81111,-77.26213,Robersonville,North Carolina
27872,36.19493,-77.2603,Roxobel,North Carolina
27873,35.65358,-77.77524,Saratoga,North Carolina
27874,36.12984,-77.40916,Scotland Neck,North Carolina
27875,35.45785,-76.48667,Scranton,North Carolina
27876,36.47751,-77.39595,Seaboard,North Carolina
27878,35.86681,-77.83493,Sharpsburg,North Carolina
27879,35.57453,-77.27946,Simpson,North Carolina
27880,35.73495,-78.08708,Sims,North Carolina
27881,35.97842,-77.4366,Speed,North Carolina
27882,35.94071,-78.11629,Spring Hope,North Carolina
27883,35.59767,-77.79709,Stantonsburg,North Carolina
27884,35.7046,-77.27004,Stokes,North Carolina
27885,35.41418,-76.26283,Swanquarter,North Carolina
27886,35.90299,-77.52247,Tarboro,North Carolina
27888,35.58517,-77.70497,Walstonburg,North Carolina
27889,35.59113,-77.01426,Washington,North Carolina
27890,36.41525,-77.59078,Weldon,North Carolina
27891,36.09929,-77.74092,Whitakers,North Carolina
27892,35.81743,-77.06452,Williamston,North Carolina
27893,35.69204,-77.90257,Wilson,North Carolina
27896,35.79138,-77.9765,Wilson,North Carolina
27897,36.32502,-77.21071,Woodland,North Carolina
27909,36.29548,-76.28394,Elizabeth City,North Carolina
27910,36.28948,-76.99311,Ahoskie,North Carolina
27915,35.40321,-75.4953,Avon,North Carolina
27916,36.32212,-75.91509,Aydlett,North Carolina
27917,36.36122,-75.99114,Barco,North Carolina
27919,36.31189,-76.50351,Belvidere,North Carolina
27920,35.25902,-75.53971,Buxton,North Carolina
27921,36.35833,-76.16909,Camden,North Carolina
27922,36.32022,-76.84832,Cofield,North Carolina
27923,36.37888,-75.93668,Coinjock,North Carolina
27924,36.17506,-76.83992,Colerain,North Carolina
27925,35.84819,-76.19669,Columbia,North Carolina
27926,36.51685,-76.6078,Corapeake,North Carolina
27927,36.4131,-75.8497,Corolla,North Carolina
27928,35.82883,-76.43415,Creswell,North Carolina
27929,36.42767,-76.00129,Currituck,North Carolina
27932,36.1007,-76.60012,Edenton,North Carolina
27935,36.42984,-76.85863,Eure,North Carolina
27936,35.24286,-75.58313,Frisco,North Carolina
27937,36.50216,-76.77868,Gates,North Carolina
27938,36.3834,-76.71786,Gatesville,North Carolina
27939,36.23639,-75.86757,Grandy,North Carolina
27941,36.1024,-75.8169,Harbinger,North Carolina
27942,36.28368,-76.76262,Harrellsville,North Carolina
27943,35.21097,-75.7008,Hatteras,North Carolina
27944,36.17468,-76.42017,Hertford,North Carolina
27946,36.35849,-76.60035,Hobbsville,North Carolina
27947,36.2052,-75.87755,Jarvisburg,North Carolina
27948,36.01761,-75.68664,Kill Devil Hills,North Carolina
27949,36.10813,-75.73111,Kitty Hawk,North Carolina
27950,36.52599,-76.0008,Knotts Island,North Carolina
27953,35.78282,-75.86446,Manns Harbor,North Carolina
27954,35.91056,-75.68205,Manteo,North Carolina
27956,36.40252,-76.01409,Maple,North Carolina
27957,36.0645,-76.77187,Merry Hill,North Carolina
27958,36.48334,-76.14524,Moyock,North Carolina
27959,35.88591,-75.59657,Nags Head,North Carolina
27960,35.12624,-75.92083,Ocracoke,North Carolina
27962,35.79077,-76.73861,Plymouth,North Carolina
27964,36.08598,-75.80222,Point Harbor,North Carolina
27965,36.28318,-75.92746,Poplar Branch,North Carolina
27966,36.13401,-75.83924,Powells Point,North Carolina
27967,36.2295,-76.90491,Powellsville,North Carolina
27968,35.68282,-75.49114,Rodanthe,North Carolina
27970,35.87517,-76.58169,Roper,North Carolina
27972,35.54797,-75.47107,Salvo,North Carolina
27973,36.35993,-76.06615,Shawboro,North Carolina
27974,36.23919,-76.00642,Shiloh,North Carolina
27976,36.48796,-76.35104,South Mills,North Carolina
27978,35.73482,-75.74841,Stumpy Point,North Carolina
27979,36.44137,-76.55917,Sunbury,North Carolina
27980,36.24376,-76.61884,Tyner,North Carolina
27981,35.85407,-75.6415,Wanchese,North Carolina
27982,35.56512,-75.46629,Waves,North Carolina
27983,35.98396,-76.93933,Windsor,North Carolina
27985,36.21303,-76.45837,Winfall,North Carolina
27986,36.38789,-76.92568,Winton,North Carolina
28001,35.33623,-80.20477,Albemarle,North Carolina
28006,35.4069,-81.09465,Alexis,North Carolina
28007,35.10448,-80.10996,Ansonville,North Carolina
28009,35.40852,-80.10754,Badin,North Carolina
28012,35.21042,-81.04074,Belmont,North Carolina
28016,35.31749,-81.28818,Bessemer City,North Carolina
28017,35.24706,-81.67066,Boiling Springs,North Carolina
28018,35.48378,-81.79521,Bostic,North Carolina
28019,35.28035,-81.79052,Caroleen,North Carolina
28020,35.52498,-81.64131,Casar,North Carolina
28021,35.39855,-81.4098,Cherryville,North Carolina
28023,35.56951,-80.60223,China Grove,North Carolina
28025,35.38041,-80.5279,Concord,North Carolina
28027,35.40848,-80.67522,Concord,North Carolina
28031,35.47154,-80.89809,Cornelius,North Carolina
28032,35.23497,-81.08029,Cramerton,North Carolina
28033,35.41871,-81.3211,Crouse,North Carolina
28034,35.35325,-81.18086,Dallas,North Carolina
28036,35.48573,-80.79427,Davidson,North Carolina
28037,35.50706,-81.01753,Denver,North Carolina
28039,35.68037,-80.43557,East Spencer,North Carolina
28040,35.39149,-81.74721,Ellenboro,North Carolina
28043,35.31198,-81.86931,Forest City,North Carolina
28052,35.22379,-81.23374,Gastonia,North Carolina
28054,35.26275,-81.15012,Gastonia,North Carolina
28056,35.21723,-81.12516,Gastonia,North Carolina
28071,35.51557,-80.327,Gold Hill,North Carolina
28072,35.61398,-80.44504,Granite Quarry,North Carolina
28073,35.19718,-81.48098,Grover,North Carolina
28075,35.30273,-80.63982,Harrisburg,North Carolina
28076,35.25937,-81.78887,Henrietta,North Carolina
28077,35.40416,-81.20283,High Shoals,North Carolina
28078,35.40491,-80.86263,Huntersville,North Carolina
28079,35.11231,-80.60316,Indian Trail,North Carolina
28080,35.45256,-81.10973,Iron Station,North Carolina
28081,35.5023,-80.66996,Kannapolis,North Carolina
28083,35.49082,-80.58059,Kannapolis,North Carolina
28086,35.243,-81.37108,Kings Mountain,North Carolina
28088,35.54424,-80.61466,Landis,North Carolina
28089,35.31818,-81.65975,Lattimore,North Carolina
28090,35.45947,-81.56041,Lawndale,North Carolina
28091,34.98478,-79.93154,Lilesville,North Carolina
28092,35.48577,-81.25451,Lincolnton,North Carolina
28097,35.2967,-80.39302,Locust,North Carolina
28098,35.27099,-81.09844,Lowell,North Carolina
28101,35.25782,-81.07889,Mc Adenville,North Carolina
28102,34.81446,-79.97457,Mc Farlan,North Carolina
28103,35.00286,-80.35278,Marshville,North Carolina
28104,35.0604,-80.69578,Matthews,North Carolina
28105,35.11659,-80.71313,Matthews,North Carolina
28107,35.25124,-80.52009,Midland,North Carolina
28108,34.93426,-80.67945,Mineral Springs,North Carolina
28109,35.4922,-80.28661,Misenheimer,North Carolina
28110,35.0675,-80.52704,Monroe,North Carolina
28112,34.89302,-80.54085,Monroe,North Carolina
28114,35.22947,-81.74926,Mooresboro,North Carolina
28115,35.57956,-80.77328,Mooresville,North Carolina
28117,35.57217,-80.89562,Mooresville,North Carolina
28119,34.8509,-80.01586,Morven,North Carolina
28120,35.33151,-81.02613,Mount Holly,North Carolina
28124,35.40211,-80.40378,Mount Pleasant,North Carolina
28125,35.65947,-80.70305,Mount Ulla,North Carolina
28127,35.45666,-80.17348,New London,North Carolina
28128,35.2146,-80.15849,Norwood,North Carolina
28129,35.2316,-80.32713,Oakboro,North Carolina
28133,34.93454,-80.26135,Peachland,North Carolina
28134,35.08616,-80.8918,Pineville,North Carolina
28135,35.04001,-80.21081,Polkton,North Carolina
28137,35.50359,-80.25471,Richfield,North Carolina
28138,35.52094,-80.44186,Rockwell,North Carolina
28139,35.3487,-81.99232,Rutherfordton,North Carolina
28144,35.70622,-80.46414,Salisbury,North Carolina
28146,35.62089,-80.39305,Salisbury,North Carolina
28147,35.67987,-80.56391,Salisbury,North Carolina
28150,35.34829,-81.57502,Shelby,North Carolina
28152,35.24301,-81.59517,Shelby,North Carolina
28159,35.69465,-80.43198,Spencer,North Carolina
28160,35.36101,-81.92234,Spindale,North Carolina
28163,35.20743,-80.42853,Stanfield,North Carolina
28164,35.39172,-81.03812,Stanley,North Carolina
28166,35.68146,-80.87565,Troutman,North Carolina
28167,35.50618,-81.96192,Union Mills,North Carolina
28168,35.55477,-81.42363,Vale,North Carolina
28169,35.35844,-81.42931,Waco,North Carolina
28170,34.99577,-80.09668,Wadesboro,North Carolina
28173,34.91682,-80.73013,Waxhaw,North Carolina
28174,34.96987,-80.43858,Wingate,North Carolina
28202,35.22777,-80.84455,Charlotte,North Carolina
28203,35.20818,-80.85912,Charlotte,North Carolina
28204,35.21467,-80.82707,Charlotte,North Carolina
28205,35.21974,-80.78788,Charlotte,North Carolina
28206,35.25681,-80.82114,Charlotte,North Carolina
28207,35.19516,-80.82618,Charlotte,North Carolina
28208,35.23057,-80.90992,Charlotte,North Carolina
28209,35.17853,-80.85386,Charlotte,North Carolina
28210,35.129,-80.85551,Charlotte,North Carolina
28211,35.16808,-80.79616,Charlotte,North Carolina
28212,35.18943,-80.74511,Charlotte,North Carolina
28213,35.28493,-80.73326,Charlotte,North Carolina
28214,35.27488,-80.96851,Charlotte,North Carolina
28215,35.24685,-80.69349,Charlotte,North Carolina
28216,35.31122,-80.88749,Charlotte,North Carolina
28217,35.17146,-80.90839,Charlotte,North Carolina
28226,35.10669,-80.81984,Charlotte,North Carolina
28227,35.18614,-80.65135,Charlotte,North Carolina
28244,35.2246,-80.8431,Charlotte,North Carolina
28262,35.32513,-80.74223,Charlotte,North Carolina
28269,35.33789,-80.80251,Charlotte,North Carolina
28270,35.10982,-80.76033,Charlotte,North Carolina
28273,35.12675,-80.94667,Charlotte,North Carolina
28277,35.05237,-80.81752,Charlotte,North Carolina
28278,35.1296,-81.00789,Charlotte,North Carolina
28280,35.22633,-80.84309,Charlotte,North Carolina
28282,35.22481,-80.84528,Charlotte,North Carolina
28301,35.07431,-78.88358,Fayetteville,North Carolina
28303,35.08604,-78.96185,Fayetteville,North Carolina
28304,35.02599,-78.98983,Fayetteville,North Carolina
28305,35.05266,-78.90679,Fayetteville,North Carolina
28306,34.95876,-78.89552,Fayetteville,North Carolina
28307,35.13737,-78.98501,Fort Bragg,North Carolina
28308,35.17098,-79.015,Pope Army Airfield,North Carolina
28310,35.14157,-79.02177,Fort Bragg,North Carolina
28311,35.17184,-78.88171,Fayetteville,North Carolina
28312,34.95502,-78.74072,Fayetteville,North Carolina
28314,35.05815,-79.0226,Fayetteville,North Carolina
28315,35.1165,-79.43685,Aberdeen,North Carolina
28318,35.01788,-78.61414,Autryville,North Carolina
28320,34.55179,-78.77337,Bladenboro,North Carolina
28323,35.31192,-78.84061,Bunnlevel,North Carolina
28325,35.15392,-78.1042,Calypso,North Carolina
28326,35.28032,-79.16849,Cameron,North Carolina
28327,35.35638,-79.42307,Carthage,North Carolina
28328,35.00346,-78.33829,Clinton,North Carolina
28330,34.90959,-79.82238,Cordova,North Carolina
28332,34.6591,-78.73795,Dublin,North Carolina
28333,35.28272,-78.01278,Dudley,North Carolina
28334,35.26848,-78.56989,Dunn,North Carolina
28337,34.66142,-78.57076,Elizabethtown,North Carolina
28338,35.10278,-79.75912,Ellerbe,North Carolina
28339,35.31415,-78.72175,Erwin,North Carolina
28340,34.472,-79.14074,Fairmont,North Carolina
28341,35.11892,-78.17832,Faison,North Carolina
28342,35.19194,-78.64973,Falcon,North Carolina
28343,34.76349,-79.58196,Gibson,North Carolina
28344,35.16341,-78.62734,Godwin,North Carolina
28345,34.87411,-79.66866,Hamlet,North Carolina
28347,35.05501,-79.59385,Hoffman,North Carolina
28348,34.92635,-78.9115,Hope Mills,North Carolina
28349,34.97677,-77.9171,Kenansville,North Carolina
28350,35.24353,-79.31306,Lakeview,North Carolina
28351,34.84022,-79.55834,Laurel Hill,North Carolina
28352,34.76732,-79.45084,Laurinburg,North Carolina
28356,35.23088,-78.7909,Linden,North Carolina
28357,34.90575,-79.08703,Lumber Bridge,North Carolina
28358,34.60567,-78.94112,Lumberton,North Carolina
28360,34.67465,-79.07344,Lumberton,North Carolina
28363,34.95471,-79.54202,Marston,North Carolina
28364,34.71235,-79.32696,Maxton,North Carolina
28365,35.17701,-78.05659,Mount Olive,North Carolina
28366,35.23019,-78.35944,Newton Grove,North Carolina
28367,35.1727,-79.72528,Norman,North Carolina
28369,34.42096,-79.03027,Orrum,North Carolina
28371,34.90636,-78.98944,Parkton,North Carolina
28372,34.6969,-79.17761,Pembroke,North Carolina
28373,35.09074,-79.48519,Pinebluff,North Carolina
28374,35.19762,-79.46247,Pinehurst,North Carolina
28375,34.47572,-79.03855,Proctorville,North Carolina
28376,34.99191,-79.24264,Raeford,North Carolina
28377,34.83437,-79.21329,Red Springs,North Carolina
28379,34.93103,-79.78008,Rockingham,North Carolina
28382,34.96393,-78.51332,Roseboro,North Carolina
28383,34.5755,-79.26576,Rowland,North Carolina
28384,34.79838,-78.95735,Saint Pauls,North Carolina
28385,35.04526,-78.49749,Salemburg,North Carolina
28386,34.85424,-79.12742,Shannon,North Carolina
28387,35.17912,-79.37608,Southern Pines,North Carolina
28390,35.21758,-78.95466,Spring Lake,North Carolina
28391,35.02121,-78.70175,Stedman,North Carolina
28392,34.73799,-78.80148,Tar Heel,North Carolina
28393,34.97788,-78.18778,Turkey,North Carolina
28394,35.21684,-79.23467,Vass,North Carolina
28395,35.13842,-78.73982,Wade,North Carolina
28396,34.92929,-79.40378,Wagram,North Carolina
28398,34.99528,-78.06875,Warsaw,North Carolina
28399,34.76006,-78.70514,White Oak,North Carolina
28401,34.27254,-77.9633,Wilmington,North Carolina
28403,34.2219,-77.8798,Wilmington,North Carolina
28405,34.26515,-77.86701,Wilmington,North Carolina
28409,34.15484,-77.86235,Wilmington,North Carolina
28411,34.30228,-77.79167,Wilmington,North Carolina
28412,34.1332,-77.91939,Wilmington,North Carolina
28420,34.07423,-78.48056,Ash,North Carolina
28421,34.52082,-78.17817,Atkinson,North Carolina
28422,34.0196,-78.17294,Bolivia,North Carolina
28423,34.31178,-78.3938,Bolton,North Carolina
28424,34.29029,-78.69973,Brunswick,North Carolina
28425,34.56277,-77.89637,Burgaw,North Carolina
28428,34.03832,-77.90681,Carolina Beach,North Carolina
28429,34.34201,-77.90114,Castle Hayne,North Carolina
28430,34.29242,-78.93518,Cerro Gordo,North Carolina
28431,34.31374,-78.83935,Chadbourn,North Carolina
28432,34.17623,-78.76396,Clarendon,North Carolina
28433,34.4911,-78.62405,Clarkton,North Carolina
28434,34.46645,-78.46909,Council,North Carolina
28435,34.40761,-78.10562,Currie,North Carolina
28436,34.27615,-78.26634,Delco,North Carolina
28438,34.41155,-78.92459,Evergreen,North Carolina
28439,34.29479,-79.00974,Fair Bluff,North Carolina
28441,34.78969,-78.43091,Garland,North Carolina
28442,34.28907,-78.60227,Hallsboro,North Carolina
28443,34.43992,-77.67196,Hampstead,North Carolina
28444,34.69176,-78.3196,Harrells,North Carolina
28445,34.51049,-77.54668,Holly Ridge,North Carolina
28447,34.60052,-78.25932,Ivanhoe,North Carolina
28448,34.49223,-78.32202,Kelly,North Carolina
28449,33.98155,-77.9275,Kure Beach,North Carolina
28450,34.32535,-78.51763,Lake Waccamaw,North Carolina
28451,34.23767,-78.09332,Leland,North Carolina
28452,33.99723,-78.55295,Longwood,North Carolina
28453,34.88191,-78.07909,Magnolia,North Carolina
28454,34.6783,-77.6509,Maple Hill,North Carolina
28455,34.11281,-78.63202,Nakina,North Carolina
28456,34.37595,-78.28029,Riegelwood,North Carolina
28457,34.4476,-77.88907,Rocky Point,North Carolina
28458,34.81827,-78.08991,Rose Hill,North Carolina
28460,34.53295,-77.42402,Sneads Ferry,North Carolina
28461,33.96625,-78.03633,Southport,North Carolina
28462,34.02318,-78.2885,Supply,North Carolina
28463,34.10815,-78.78748,Tabor City,North Carolina
28464,34.77792,-78.01925,Teachey,North Carolina
28465,33.91255,-78.1033,Oak Island,North Carolina
28466,34.73526,-77.90113,Wallace,North Carolina
28467,33.91762,-78.58185,Calabash,North Carolina
28468,33.90232,-78.52122,Sunset Beach,North Carolina
28469,33.92705,-78.46877,Ocean Isle Beach,North Carolina
28470,33.96368,-78.40643,Shallotte,North Carolina
28472,34.30706,-78.68919,Whiteville,North Carolina
28478,34.64302,-78.03846,Willard,North Carolina
28479,34.09651,-78.01751,Winnabow,North Carolina
28480,34.22397,-77.79324,Wrightsville Beach,North Carolina
28501,35.2444,-77.5219,Kinston,North Carolina
28504,35.22495,-77.63539,Kinston,North Carolina
28508,35.10033,-77.82325,Albertson,North Carolina
28510,35.00387,-76.80688,Arapahoe,North Carolina
28511,34.8996,-76.35195,Atlantic,North Carolina
